name,shortname,province,city,address,phone,office,website,chairman,manager,reg_capital,setup_date,end_date,employees,main_business,org_code,credit_code
平安证券股份有限公司,平安证券,广东,深圳市,广东省深圳市福田中心区金田路荣超大厦4036号16-20,"86-4008866338,86-755-22627052,86-95511*8",广东省深圳市福田中心区金田路荣超大厦4036号16-20层,www.stock.pingan.com,刘世安,刘世安,1380000.0,19960718,,2721.0,"资产管理业务,投资交易业务,投行业务,经纪业务,固定收益.",100023453,914403001000234534
山西信托股份有限公司,山西信托,山西,太原市,山西省太原市府西街69号,86-351-8686777,山西省太原市府西街69号,www.sxxt.net,刘叔肄,刘叔肄,135700.0,20070801,,233.0,,741077769,91140000741077769B
第一创业证券股份有限公司,第一创业,广东,深圳市,广东省深圳市福田区福华一路115号投行大厦20楼,86-755-23838868,广东省深圳市福田区福华一路115号投行大厦16-20楼,www.firstcapital.com.cn,刘学民,王芳,350240.0,19980112,,4291.0,"主营业务:从事证券经纪,财务顾问,证券(不含股票,中小企业私募债券以外的公司债券)承销,证券自营,证券资产管理以及资本中介等业务,并通过全资子公司从事直投,期货经纪,金融产品投资和其他另类投资等业务,通过控股子公司从事投资银行和基金管理业务.",707743879,91440300707743879G
中航信托股份有限公司,中航信托,江西,南昌市,江西省南昌市红谷滩新区赣江北大道1号中航广场24-25层,86-400-8855258,江西省南昌市红谷滩新区赣江北大道1号中航广场24-25层,www.avictc.com,姚江涛,余萌,465726.71,20091228,,363.0,"信托业务主要包括融资类信托,投资类信托和事务管理类业务;固有业务主要包括贷款,金融产品投资和股权投资业务.",698475840,91360000698475840Y
中诚信托有限责任公司,中诚信托,北京,北京市,北京市东城区安外大街2号,"86-10-84267098,86-10-84267000,86-10-84267114",北京市东城区安定门外大街2号安贞大厦六层,www.cctic.com.cn/,牛成立,张树忠,245666.67,19951120,,326.0,"主营业务为信托业务,投资银行业务,投资管理,证券投资业务,资产证券化业务,外汇管理业务.",101219626,91110000101219626L
民生证券股份有限公司,民生证券,北京,北京市,北京市东城区建国门内大街28号民生金融中心A座16-18层,"86-10-85127999,86-4006198888",北京市东城区建国门内大街28号民生金融中心A座16-18层,www.mszq.com,冯鹤年,周小全,458060.7669,19970109,,2209.0,"证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;证券投资基金代销;融资融券业务",17000168X,9111000017000168XK
大鹏证券有限责任公司,大鹏证券,广东,深圳市,广东省深圳市罗湖区深南东路5002号信兴广场地王商业中心商业大楼八层,86-755-82463388,广东省深圳市罗湖区深南东路5002号信兴广场地王商业中心商业大楼八层,www.chinaeagle.com,徐卫国,张永衡,150000.0,19951213,20050118,,,192398331,914403001923983317
英大证券有限责任公司,英大证券,广东,深圳市,"广东省深圳市福田区深南中路华能大厦三十,三十一层",86-755-83007085,"广东省深圳市福田区深南中路华能大厦十一,二十九,三十,三十一层",www.ydsc.com.cn,吴骏,孔旺,270000.0,19960415,,444.0,"证券经纪,证券自营,证券承销,基金代销,资产管理,投资咨询,财务顾问,信用交易等领域.",19242515X,9144030019242515XB
浙商金汇信托股份有限公司,浙金信托,浙江,杭州市,浙江省杭州市庆春路199号6-8楼,86-571-86030807,浙江省杭州市庆春路199号6-8楼,www.zhejintrust.com,蓝翔,战伟宏,170000.0,19930519,,137.0,"许可经营项目:经营中国银行业监督管理委员会依照有关法律,行政法规和其他规定批准的业务,经营范围以批准文件所列的为准.",147289494,91330000147289494K
长城国瑞证券有限公司,长城国瑞证券,福建,厦门市,福建省厦门市思明区莲前西路2号莲富大厦17楼,"86-592-5778877,86-592-5161816,86-592-5162968",福建省厦门市思明区深田路46号深田国际大厦19-20楼;福建省厦门市莲前西路2号莲富大厦17楼;北京市西城区月坛北街2号月坛大厦A座C3,www.gwgsc.com,王勇,王勇,175000.0,19970228,,667.0,"证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问,证券投资基金代销;代销金融产品.",154980611,91350200154980611G
南方基金管理股份有限公司,南方基金,广东,深圳市,广东省深圳市福田中心区福华一路6号免税商务大厦31-33层,"86-755-82763888,86-4008898899",广东省深圳市福田中心区福华一路6号免税商务大厦31-33层,www.nffund.com,张海波,杨小松,30000.0,19980306,,585.0,,279533137,91440300279533137K
鹏华基金管理有限公司,鹏华基金,广东,深圳市,广东省深圳市福田区福华三路168号深圳国际商会中心第43层,"86-4006788999,86-755-82021233",广东省深圳市福田区福华三路168号深圳国际商会中心第43层,www.phfund.com.cn,何如,邓召明,15000.0,19981222,,428.0,,708470788,91440300708470788Q
长盛基金管理有限公司,长盛基金,广东,深圳市,广东省深圳市福田中心区福中三路诺德金融中心主楼10D,"86-4008882666,86-10-82019988",北京市海淀区北太平庄路18号城建大厦A座21层,www.csfunds.com.cn,周兵,林培富,18900.0,19990326,,,主要业务为发起设立和管理证券投资基金,710924152,91440300710924152L
大成基金管理有限公司,大成基金,广东,深圳市,广东省深圳市福田区深南大道7088号招商银行大厦32层,"86-4008885558,86-755-83183388",广东省深圳市福田区深南大道7088号招商银行大厦32-33层,www.dcfund.com.cn,刘卓,罗登攀,20000.0,19990412,,,主要业务是公募基金的募集和管理,710924339,91440300710924339K
国泰基金管理有限公司,国泰基金,上海,上海市,中国(上海)自由贸易试验区浦东大道1200号2层225室,"86-4008888688,86-21-31081600,86-21-31089000",上海市虹口区公平路18号8号楼嘉昱大厦16层-19层,www.gtfund.com,陈勇胜,周向勇,11000.0,19980305,,,,631834917,91310000631834917Y
嘉实基金管理有限公司,嘉实基金,上海,上海市,中国(上海)自由贸易试验区世纪大道8号上海国金中心二期53层09-11单元,"86-10-65215588,86-4006008800",北京市建国门北大街8号华润大厦8层,www.jsfund.cn,赵学军,经雷,15000.0,19990325,,,,700218879,91310000700218879J
华安基金管理有限公司,华安基金,上海,上海市,中国(上海)自由贸易试验区世纪大道8号国金中心二期31-32层,"86-21-38969999,86-4008850099",中国(上海)自由贸易试验区世纪大道8号国金中心二期31-32层,www.huaan.com.cn,朱学华,童威,15000.0,19980604,,292.0,,630888761,91310000630888761K
富国基金管理有限公司,富国基金,上海,上海市,中国(上海)自由贸易试验区世纪大道8号上海国金中心二期16-17层,86-21-20361818,上海市浦东新区世纪大道8号上海国金中心二期16-17层,www.fullgoal.com.cn,薛爱东,陈戈,30000.0,19990413,,,,710924515,91310000710924515X
博时基金管理有限公司,博时基金,广东,深圳市,广东省深圳市福田区深南大道7088号招商银行大厦29层,"86-755-83169999,86-95105568",广东省深圳市福田区益田路5999号基金大厦21层,www.bosera.com,张光华,江向阳,25000.0,19980713,,323.0,,710922202,91440300710922202N
海南寰太股权投资基金管理有限公司,寰太投资,海南,海口市,"海南省海口市龙华区国贸大道56号北京大厦21层C,D房",,"海南省海口市龙华区国贸大道56号北京大厦21层C,D房",,刘悉承,,1000.0,20130812,,12.0,,075709129,91460000075709129B
东方证券股份有限公司,东方证券,上海,上海市,"上海市黄浦区中山南路318号2号楼22层,23层,25层-29层","86-21-63326373,86-21-63325888","上海市黄浦区中山南路318号2号楼22层,23层,25层-29层",www.dfzq.com.cn,潘鑫军,金文忠,699365.5803,19971210,,4710.0,"证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券承销(限国债,政策性银行金融债,短期融资券及中期票据);证券自营;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品;股票期权做市.",132294776,913100001322947763
瑞银证券有限责任公司,瑞银证券,北京,北京市,"北京市西城区金融大街7号英蓝国际金融中心12层,15层",86-10-58328888,"北京市西城区金融大街7号英蓝国际金融中心12层,15层",www.ubssecurities.com,钱于军,钱于军,149000.0,20061211,,347.0,"投资银行,证券业务,固定收益,财富管理,资产管理",797550025,911100007975500251
江苏省国际信托有限责任公司,江苏信托,江苏,南京市,江苏省南京市玄武区长江路2号22-26层,86-25-89667772,江苏省南京市玄武区长江路2号22-26层,www.jsitic.net,胡军,胡军,268389.9,19920605,,92.0,,134780479,913200001347804794
中国建设银行股份有限公司,中国建设银行,北京,北京市,北京市西城区金融大街25号,86-10-66215533,北京市西城区金融大街25号,www.ccb.com,田国立,王祖继,25001097.7486,20040917,,346164.0,主营业务:中长期贷款及短期贷款.,100004447,911100001000044477
中国农业银行股份有限公司,中国农业银行,北京,北京市,北京市东城区建国门内大街69号,86-10-85109619,北京市东城区建国门内大街69号,www.abchina.com,周慕冰,周慕冰,34998303.3873,20090115,,477040.0,"主营业务为商业银行业务.主要产品为公司类贷款,票据贴现,公司存款,中间业务产品与服务,个人贷款,银行卡业务,个人存款等.",100005474,911100001000054748
中国银行股份有限公司,中国银行,北京,北京市,北京市复兴门内大街1号,"86-10-66592638,86-10-66596688",北京市复兴门内大街1号,www.boc.cn,陈四清,刘连舸,29438779.1241,20040826,,311133.0,"主营业务:商业银行业务,投资银行业务及保险业务",100001342,911000001000013428
方正证券股份有限公司,方正证券,湖南,长沙市,"湖南省长沙市天心区湘江中路二段36号华远华中心4,5号楼3701-3717",86-731-85832367,"湖南省长沙市天心区湘江中路二段36号华远国际中心37层(华远华中心4,5号楼3701-3717)",www.foundersc.com,施华,何亚刚,823210.1395,19941026,,8545.0,"主要业务为证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券自营;证券资产管理;证券投资基金代销;融资融券业务;为方正期货有限公司提供中间介绍业务.",142927995,914300001429279950
厦门国际信托有限公司,厦门国际信托,福建,厦门市,福建省厦门市思明区展鸿路82号厦门金融中心大厦39-42层,"86-592-5311983,86-592-5311981,86-400-0096628",福建省厦门市思明区展鸿路82号厦门金融中心大厦39-42层,www.xmitic.com,洪文瑾,李自成,350000.0,20020510,,202.0,,737852443,91350200737852443M
华夏基金管理有限公司,华夏基金,北京,北京市,北京市顺义区天竺空港工业区A区,"86-10-88066688,86-10-88066798,86-4008186666",北京市西城区金融大街33号通泰大厦B座8层,www.chinaamc.com,杨明辉,李一梅,23800.0,19980409,,,"基金管理,企业年金投资管理等",633694065,911100006336940653
世纪证券有限责任公司,世纪证券,广东,深圳市,广东省深圳市福田区深南大道招商银行大厦40-42层,86-755-83199599,广东省深圳市福田区深南大道招商银行大厦40-42层,www.csco.com.cn,姜昧军,许建明,70000.0,19901228,,1196.0,"证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券承销与保荐;证券自营,证券资产管理;证券投资基金代销.",158263740,91440300158263740T
杭州展动科技有限公司,展视互动,浙江,杭州市,浙江省杭州市西湖区万塘路317号华星世纪大楼9层905号房,,浙江省杭州市西湖区万塘路317号华星世纪大楼9层905号房,www.gensee.com,杨丹,,140.0,20080825,,,,,
上海一铺信息科技有限公司,Yeapoo一铺科技,上海,上海市,上海市闵行区莘松路380号201室,,,www.yeapoo.com,杨翔威,,141.3255,20130321,,,,,91310112063756462K
中国东方资产管理股份有限公司,中国东方,北京,北京市,北京市西城区阜成门内大街410号,"86-10-66506688,86-10-66507356",北京市西城区阜成门内大街410号,www.coamc.com.cn,吴跃,张子艾,6824278.6326,19991027,,,"主营收购,管理和处置金融机构不良资产,向经营不良资产和发展其他金融服务并重过渡.主要业务:不良资产业务,证券业务,信用评级业务,金融租赁业务,金融风险数据服务,其它金融业务",710925454,911100007109254543
国家开发银行,开发银行,北京,北京市,北京市西城区复兴门内大街18号,"86-10-68306789,86-10-68306688",北京市西城区复兴门内大街18号,www.cdb.com.cn,胡怀邦,郑之杰,42124836.5382,19940701,,9147.0,,000018454,911100000000184548
焦作中旅银行股份有限公司,焦作中旅银行,河南,焦作市,河南省焦作市山阳区迎宾路1号一幢1,86-391-2116789,河南省焦作市山阳区迎宾路1号一幢1,www.jzctb.com,郑江,游翔,500000.0,19990816,,1061.0,,417885166,91410800417885166U
河北银行股份有限公司,河北银行,河北,石家庄市,河北省石家庄市平安北大街28号,86-311-88627003,河北省石家庄市平安北大街28号,www.hebbank.com,乔志强,李艳霞,500000.0,19960909,,4655.0,"吸收公众存款;发放短期,中长期贷款;办理国内结算;办理票据贴现,发行金融债券;代理发行,代理兑付,承销政府债券;买卖政府债券;从事同业拆借;提供担保,代理收付款项及代理保险业务;提供保管箱业务;办理地方财政信用周转使用资金的委托存贷款业务;外汇存款;外汇贷款;外汇汇款;外币兑换;国际结算;同业外汇拆借;外汇担保;外汇票据的承兑和贴现;结汇,售汇;资信调查,咨询,见证业务;个人理财业务;经中国银行业监督管理委员会依法律,法规批准的其他业务.",236047921,91130000236047921J
上海证大投资管理有限公司,证大投资,上海,上海市,上海市浦东新区民生路1199弄1号16层1908室,86-21-61682888,上海市浦东新区民生路1199弄1号16层1908室,www.zendai.com.cn,朱南松,朱南松,30000.0,19940421,,32.0,,133789893,
上海证大投资发展股份有限公司,证大投资,上海,上海市,上海市浦东新区丁香路1208号2号楼F单元,86-21-50333333,上海市浦东新区浦东新区石楠路99号7楼证大集团,,戴志康,晏东胜,15818.3333,19930212,,39.0,,132217842,913100001322178421
苏格兰皇家银行(中国)有限公司,苏格兰皇家银行(中国),上海,上海市,上海市自由贸易试验区陆家嘴环路1233号汇亚大厦2505A单元,86-21-28939600,上海市自由贸易试验区陆家嘴环路1233号汇亚大厦2505A单元,,郭婉怡,郭婉怡,450000.0,20070629,,,"提供对公业务融资,套期保值等产品和服务",664345829,91310000664345829B
华勤投资有限公司,华勤投资,北京,北京市,北京市顺义区空港工业区B区安庆大街9号7幢305-1,86-10-85911859,北京市朝阳区光华路7号汉威大厦西区16B3,www.hwachin.com,余健,,5000.0,19990420,,13.0,,700220768,911101137002207689
浙江中泰投资管理有限公司,中泰投资,浙江,杭州市,浙江省杭州市中山北路中大广场A座,,浙江省杭州市中山北路中大广场A座,,张静,邹亦军,5000.0,19980630,,10.0,,710957210,
中原信托有限公司,中原信托,河南,郑州市,中国河南省郑州市商务外环路24号中国人保大厦,"86-371-88861888,400-687-0116",河南省郑州市商务外环路24号中国人保大厦25-28层,www.zyxt.com.cn,黄曰珉,崔泽军,365000.0,20021127,,257.0,主营业务为信托业务和自营资产管理业务.,169953018,91410000169953018F
延边农村商业银行股份有限公司,延边农商行,吉林,延边朝鲜族自治州,吉林省延边朝鲜族自治州延吉市友谊路185号1001,86-433-2903089,吉林省延边朝鲜族自治州延吉市友谊路185号1001,www.ybnsyh.com,孙庆良,,163500.0,20111128,,1079.0,,584623681,91222400584623681T
广东粤财创业投资有限公司,粤财创投,广东,广州市,广东省广州市东风中路481号粤财大厦13楼A室,86-20-83063888,广东省广州市东风中路481号粤财大厦13楼A室,,应非,,35705.3208,19950622,,14.0,,231198869,
宁波市美联投资发展有限公司,美联投资,浙江,宁波市,浙江省宁波市江东区会展路128号17幢6-34-4,,浙江省宁波市海曙区解放南路188号新园宾馆写字楼7楼A座,,黄向明,,1000.0,20121030,,10.0,,053831617,913302040538316171
中融国际信托有限公司,中融信托,黑龙江,哈尔滨市,黑龙江省哈尔滨市南岗区嵩山路33号,86-10-50860127,黑龙江省哈尔滨市松北区科技创新城创新二路277号,www.zritc.com,刘洋,张东,1200000.0,19930115,,1978.0,"一是布局私募投行,资产管理,财富管理三大板块.二是审慎开展房地产业务.三是积极开展各类创新业务.",127044342,912301991270443422
新华信托股份有限公司,新华信托,重庆,重庆市,重庆市江北区北城一路6号,86-023-63799193,"重庆市江北区北城一路6号1-1,2-1,3-1,4-1",www.nct-china.com,李桂林,项琥,420000.0,19980420,,167.0,"主要业务为资金信托;动产信托;不动产信托;有价证券信托;其他财产或财产权信托;作为投资基金或者基金管理公司的发起人从事投资基金业务;经营企业资产的重组,购并及项目融资,公司理财,财务顾问等业务;受托经营国务院有关部门批准的证券承销业务;办理居间,咨询,资信调查等业务;代保管及保管箱业务;以存放同业,拆放同业,贷款,租赁,投资方式运用固有财产;以固有资产为他人提供担保;从事同业拆借;法律法规规定或中国银行业监督管理委员会批准的其他业务.",202830053,91500000202830053J
渣打银行(中国)有限公司,渣打银行(中国),上海,上海市,"上海市浦东新区世纪大道201号渣打银行大厦16层,17层,18层,19层,20层等楼层",86-21-38518000,"上海市浦东新区世纪大道201号渣打银行大厦16层,17层,18层,19层,20层等楼层",www.standardchartered.com.cn,张晓蕾,张晓蕾,1072700.0,20070329,,,,798961993,913100007989619932
华宝信托有限责任公司,华宝信托,上海,上海市,上海市自由贸易试验区世纪大道100号环球金融中心59层,"86-21-38506666,86-400-8840098",上海市自由贸易试验区世纪大道100号环球金融中心59层,www.hwabaotrust.com,朱可炳,,374400.0,19980910,,294.0,"业务主要分为资产管理和信托服务两个大类:资产管理:目前主要从事面向资本市场的股票,基金,债券及组合投资以及项目融资等业务.信托服务:目前主要开展私募基金,年金及福利计划及平台等业务.",631241927,91310115631241927F
华泰保险集团股份有限公司,华泰保险,北京,北京市,北京市西城区金融大街35号,86-10-59371888,北京市西城区金融大街35号,www.ehuatai.com,王梓木,赵明浩,402168.8622,19960829,,,,100023752,911100001000237522
天安财产保险股份有限公司,天安财险,上海,上海市,上海市中国(上海)自由贸易试验区浦东大道1号,86-21-61017878,上海市中国(上海)自由贸易试验区浦东大道1号,www.95505.com.cn,郭予丰,高焕利,1776375.177,19950127,,,,132234116,91310000132234116C
史带财产保险股份有限公司,史带财险,上海,上海市,上海市中国(上海)自由贸易试验区福山路500号25层01-04单元,86-21-38295888,上海市中国(上海)自由贸易试验区福山路500号25层01-04单元,www.starrchina.cn,张兴,梁铭,143250.0,19950125,,91.0,,132235899,91310000132235899W
新华人寿保险股份有限公司,新华保险,北京,北京市,北京市延庆县湖南东路1号,"86-10-85213233,86-10-35898678,86-10-85210000",北京市朝阳区建国门外大街甲12号新华保险大厦,www.newchinalife.com,万峰,万峰,311954.66,19960928,,38500.0,"人民币,外币的人身保险(包括各类人身保险,健康保险,意外伤害保险);为境内外的保险机构代理保险,检验,理赔等业务;保险咨询;依照有关法规从事资金运用业务;经中国保监会批准的其他业务.目前,本公司在中国境内向个人和团体提供人寿保险,意外伤害保险和健康保险等产品与服务.同时,本公司还经营保险资产管理业务,主要通过本公司控股的资产管理公司进行.本公司设立以来,主营业务没有发生重大变化.",100023875,911100001000238753
吉林省信托有限责任公司,吉林信托,吉林,长春市,吉林省长春市人民大街9889号,86-431-88993572,吉林省长春市人民大街9889号,www.jptic.com.cn,李伟,部戈,159660.0,20020319,,144.0,,123916641,91220000123916641Y
华泰财产保险有限公司,华泰财险,上海,上海市,"上海市浦东新区康桥镇秀浦路68号1号楼五层F,G区","86-21-60205128,86-21-60205228",北京市西城区金融大街35号国际企业大厦A座19层,pc.ehuatai.com,丛雪松,孙元彪,300000.0,20110729,,,,,91310000579193007E
深圳市融智投资顾问有限责任公司,融智投资,广东,深圳市,广东省深圳市福田区福强路4001号世纪工艺品文化市场313栋E4-03,86-755-82778779,广东省深圳市福田区福强路4001号世纪工艺E馆403,www.rongzhitouzi.com,李春瑜,,1950.8778,20041231,,30.0,,,
恒泰证券股份有限公司,恒泰证券,内蒙古,呼和浩特市,内蒙古自治区呼和浩特市赛罕区敕勒川大街东方君座D座光大银行办公楼14-18楼,"86-471-4913858,86-471-4913918",内蒙古自治区呼和浩特市赛罕区敕勒川大街东方君座D座光大银行办公楼14-18楼,www.cnht.com.cn,庞介民,牛壮,260456.7412,19981228,,2090.0,"证券经纪;证券投资咨询;与证券交易,证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;融资融券;证券投资基金代销;金融产品代销.",701463155,91150000701463155D
敦和资产管理有限公司,敦和资产,浙江,杭州市,浙江省杭州市上城区白云路12号,,浙江省杭州市上城区白云路12号,www.dunhefund.com,叶庆均,张志洲,10000.0,20110302,,77.0,,569398076,913300005693980762
中天证券股份有限公司,中天证券,辽宁,沈阳市,辽宁省沈阳市和平区光荣街23甲,86-24-23255256,辽宁省沈阳市和平区光荣街23甲,www.iztzq.com,马功勋,李安有,222500.0,19910220,,593.0,"公司主营业务分别为经纪业务,自营业务,资产管理业务,信用交易业务",117562576,91210000117562576X
昆仑信托有限责任公司,昆仑信托,浙江,宁波市,浙江省宁波市江东区和济街180号1幢24-27层,"86-574-87033100,86-574-87031727,86-574-87031701",浙江省宁波市江东区民安东路268号宁波国际金融服务中心北区E座28-31层,www.kunluntrust.com,肖华,吴妍,1022705.891,19921020,,245.0,"股权投资业务,房地产业务,机构融资业务,证券投资业务",144067087,
兴业证券股份有限公司,兴业证券,福建,福州市,福建省福州市湖东路268号,"86-21-38565565,86-591-38507869",福建省福州市湖东路268号,www.xyzq.com.cn,杨华辉,刘志辉,669667.1674,20000519,,5848.0,"主营业务:证券经纪,投资银行,资产管理,基金管理,证券自营等.",158159898,91350000158159898D
哈尔滨银行股份有限公司,哈尔滨银行,黑龙江,哈尔滨市,黑龙江省哈尔滨市道里区尚志大街160号,86-451-86779933,黑龙江省哈尔滨市道里区尚志大街160号,www.hrbb.com.cn,郭志文,吕天君,1099559.9553,19970725,,6743.0,"主要业务:以小额信贷为核心,公司金融,零售金融,移动金融,对俄金融,同业金融多项业务共同发展的经营格局,并积极向特色化,集团化,国际化的方向发展.",127592111,912301001275921118
光大兴陇信托有限责任公司,光大兴陇信托,甘肃,兰州市,甘肃省兰州市静宁路308号,"86-4007306666,86-10-63630699",甘肃省兰州市城关区静宁路308号17-19层,www.ebtrust.com,闫桂军,闫桂军,341819.05,20020805,,309.0,,224333402,916200002243334029
